Feature	Gain	Cover	Frequency
tmobile_app_lag1	0.00025624411934501	0.000116831455018159	0.000516578673180811
ccajas_extracciones	0.000255556378814749	0.00226027544545018	0.000656667804890862
cpagomiscuentas_delta1	0.000252594262777407	0.00146471049163016	0.000700445658550253
mforex_sell_lag1	0.000251903522804312	0.000596098338046522	0.000630401092695227
Visa_mconsumototal_delta1	0.000251232989941604	0.000528763591319255	0.000577867668303958
minversion1_pesos	0.000250431668756302	0.00320203445778273	0.000288933834151979
Master_fechaalta_delta1	0.000244992952438246	0.000146566476474462	0.000516578673180811
ccajas_otras	0.000228884563860516	0.00121110589529968	0.000227644839028832
matm_other_lag1	0.000222287912668075	0.00078078000672813	0.000551600956108324
Master_Finiciomora	0.000215542379078111	0.000717794684761599	0.000175111414637563
Visa_status_lag1	0.00020695352124237	0.000361183021208241	0.000122577990246294
mprestamos_hipotecarios	0.000205343609913637	0.00127744688862217	9.63112780506597e-05
mplazo_fijo_dolares_lag1	0.000203788073595274	0.00126148381900274	0.000420267395130152
cseguro_accidentes_personales	0.000203397422212462	0.000340088740418916	0.000376489541470761
Master_delinquency_lag1	0.00020326745096203	0.000446060892436206	0.000140089131710051
ccuenta_debitos_automaticos_delta1	0.000202977314371982	0.00200740924553988	0.000341467258543248
matm_other_delta1	0.000198641468390514	0.000916871863884911	0.000490311960985177
tpaquete9	0.000187066211943185	0.000605627346915393	0.000245155980492588
minversion2	0.000174845070460356	0.00373116057782614	0.000350222829275126
ctarjeta_master_trx_lag1	0.000169021195426029	0.000316549288095318	0.000411511824398273
Visa_status_delta1	0.000166698563018788	0.000632319549568764	0.000306444975615736
active_quarter_lag1	0.000164578605657698	0.000108892926893631	0.000271422692688223
matm_other	0.000163878754629008	0.000954945965925818	0.000394000682934517
catm_trx_delta1	0.000159318917063682	0.000668821186143437	0.000367733970738883
mcheques_emitidos_delta1	0.000152809293731856	0.00235009440916842	0.000306444975615736
mforex_sell_delta1	0.000149579562258635	0.000881725359527799	0.000376489541470761
Visa_delinquency	0.00014929031234285	0.000123326077767468	0.000122577990246294
ccajas_trx_lag1	0.000148985159334001	0.00147707150221772	0.00114697976587604
Visa_mpagosdolares_delta1	0.000148949966026939	0.000964606447994503	0.000814268078064669
ctarjeta_visa_delta1	0.000146612644541685	0.00264428957357893	0.000297689404883857
ccajas_extracciones_delta1	0.000146109017181029	0.00100144040895471	0.000350222829275126
catm_trx_other	0.00014258948467213	0.00106712717936921	0.000271422692688223
mcheques_depositados_delta1	0.000142528042695205	0.00302183361040091	0.000341467258543248
tcallcenter_delta1	0.000140416614958328	0.000344319341004892	0.000271422692688223
ctarjeta_master_trx_delta1	0.000138587205069183	0.00096785034796543	0.000350222829275126
mttarjeta_master_debitos_automaticos_delta1	0.000138466923244196	0.00196064871302028	0.00042902296586203
ccajas_trx	0.000137826146667918	0.000295277537651433	0.000306444975615736
cpayroll_trx_delta1	0.000136591806030573	0.000232155299571276	0.000323956117079492
Master_mconsumosdolares_delta1	0.000136069007959961	0.000305379585685675	0.000315200546347614
cseguro_vida_lag1	0.000135542390199644	0.00186262520834756	0.000323956117079492
ctarjeta_debito_delta1	0.000133234138889401	0.00293915766612237	0.000306444975615736
internet_delta1	0.000132446968060059	0.000236837278699823	0.000262667121956345
cseguro_vivienda_lag1	0.000129706409950972	0.000292320502236602	0.000201378126833198
cforex_buy_delta1	0.000121334342024675	0.00172476057116413	0.000148844702441929
Master_mconsumosdolares_lag1	0.000119439264389801	0.000185169461084184	0.000323956117079492
Master_delinquency	0.000118876711109797	0.000156324164384176	9.63112780506597e-05
tmobile_app_delta1	0.000118231337700273	0.000625925965698379	0.000253911551224467
Master_mpagado_lag1	0.000116723120488997	0.000368687726103762	0.000210133697565076
cseguro_vivienda	0.00011601939671743	0.000327591120360769	0.000218889268296954
ctarjeta_master_debitos_automaticos_lag1	0.000111979124776367	0.000370382005514313	0.000218889268296954
mprestamos_hipotecarios_lag1	0.000110536379193586	0.00255187058359544	0.000218889268296954
Master_msaldodolares_lag1	0.000107497743979511	0.00108185953718116	0.000210133697565076
minversion2_lag1	0.000100932555172579	0.00233838808145341	0.000218889268296954
mprestamos_prendarios_lag1	9.65967429366368e-05	0.000924268323790264	0.000140089131710051
cseguro_vida	9.62219362789749e-05	0.000413383017805285	0.000183866985369441
minversion1_pesos_delta1	9.51831723697555e-05	0.000205908189278327	0.000175111414637563
cliente_edad_delta1	9.50128532658358e-05	0.000290615720302217	0.000210133697565076
Master_msaldodolares	9.41002056445614e-05	0.00181973389760116	0.000201378126833198
tpaquete9_lag1	9.00929625831277e-05	0.000236396862645634	0.000157600273173807
ccajas_extracciones_lag1	8.51272670042454e-05	0.00065663634197756	0.000315200546347614
mprestamos_hipotecarios_delta1	8.30354261746908e-05	1.875704760219e-05	0.000105066848782538
catm_trx_other_lag1	8.11066264243398e-05	0.000413489116294232	0.000157600273173807
Visa_delinquency_lag1	7.95730632585249e-05	0.000102959767535249	0.000105066848782538
ccheques_depositados_delta1	7.89786025276717e-05	0.00129922276021007	0.000157600273173807
cforex	7.87825931582438e-05	0.000302304186060632	0.000157600273173807
ctarjeta_master_debitos_automaticos	7.75638421225112e-05	0.000463287254685223	0.000175111414637563
mcaja_ahorro_adicional_delta1	7.49053463439401e-05	0.00123376052915549	0.000192622556101319
Master_mconsumototal_lag1	7.44639483822292e-05	0.000160173761003344	0.000218889268296954
Master_mconsumosdolares	7.2404082128906e-05	8.46642176956719e-05	0.000183866985369441
cprestamos_hipotecarios	6.81196092953374e-05	0.000570119847049286	4.37778536593908e-05
ccheques_emitidos	6.68787415834874e-05	0.00140369174808628	0.000157600273173807
ccajas_consultas	6.64897593483621e-05	0.000455844874985883	0.000122577990246294
Master_mpagado	6.5184216913459e-05	0.000383136822415244	0.000140089131710051
mcheques_depositados	6.4994782202272e-05	0.000718378073129288	0.000175111414637563
active_quarter	5.8463581820862e-05	8.98389721760583e-05	9.63112780506597e-05
ccajas_depositos_lag1	5.73362293940486e-05	0.00031457772672341	9.63112780506597e-05
Master_mconsumototal_delta1	5.72818299393973e-05	0.000289831634070322	0.000157600273173807
minversion1_pesos_lag1	5.61073914006666e-05	0.000963820751886691	0.000131333560978172
cforex_sell_lag1	5.48403093510391e-05	0.00135809745567675	0.000166355843905685
cforex_delta1	5.41135449067982e-05	0.000400343789492511	0.000122577990246294
Master_mpagosdolares_lag1	5.37180939050054e-05	6.5371848021002e-05	0.000210133697565076
mtarjeta_visa_descuentos_lag1	5.33067071321745e-05	0.000265613274074681	0.000122577990246294
Master_mpagado_delta1	5.26421003555941e-05	0.000392037519712291	0.000148844702441929
Master_mconsumototal	5.13698291565297e-05	0.000125928020551664	0.000113822419514416
cforex_sell	4.61153784463564e-05	0.000304388132103635	0.000113822419514416
ccajas_depositos	4.56796427247978e-05	0.000593043330183083	0.000113822419514416
mprestamos_prendarios_delta1	4.46880094042224e-05	0.00194478591567219	0.000192622556101319
Master_mpagosdolares	4.46273110270253e-05	4.65921854952288e-05	0.000166355843905685
mtarjeta_visa_descuentos_delta1	4.37094723622615e-05	0.000584085520621394	0.000148844702441929
mforex_buy_delta1	4.29152716434772e-05	0.00132957129771192	0.000105066848782538
Master_status_delta1	3.96625306933307e-05	0.00022942686653653	0.000288933834151979
ctarjeta_visa_descuentos_delta1	3.94257342470519e-05	0.00050309051678153	8.75557073187816e-05
ccheques_depositados_lag1	3.9281424917725e-05	0.000416487625179092	4.37778536593908e-05
cforex_buy	3.90299584952278e-05	0.000291029918377201	2.62667121956345e-05
tpaquete7_lag1	3.88011486729614e-05	0.00102975299004801	0.000253911551224467
ccheques_emitidos_lag1	3.67556356052681e-05	0.000493702717028728	7.00445658550253e-05
Master_msaldodolares_delta1	3.64403062911237e-05	0.000952639090398814	0.000122577990246294
cplazo_fijo_lag1	3.52644096578958e-05	0.000372420875031666	6.12889951231471e-05
cseguro_auto_lag1	3.49979888001763e-05	0.000338181650744409	7.00445658550253e-05
catm_trx_other_delta1	3.41710231034928e-05	6.42278395307231e-05	0.000113822419514416
ccajas_consultas_lag1	3.35139822290105e-05	0.000330789560502257	9.63112780506597e-05
ctarjeta_visa_lag1	3.26430421330043e-05	0.00132051436579025	0.000183866985369441
Visa_delinquency_delta1	3.08258996335292e-05	0.00011090810823679	6.12889951231471e-05
